dron	rxcui	omop
DRON_00083393	994537	40222014
DRON_00083394	994539	40222015
DRON_00083395	994543	40222976
DRON_00083396	994545	40222977
DRON_00083397	994756	40222978
DRON_00083398	994758	40222979
DRON_00083399	994760	40222980
DRON_00083400	994762	40222981
DRON_00083401	994764	40222982
DRON_00083402	994766	40222983
DRON_00083403	994768	40222984
DRON_00083404	994770	40222985
DRON_00083405	994826	40223009
DRON_00083406	994835	40222079
DRON_00083407	994839	40222080
DRON_00083408	994853	40223005
DRON_00083409	994862	40223001
DRON_00083410	995011	40221840
DRON_00083411	995012	40221897
DRON_00083412	995019	40222902
DRON_00083413	995021	40222899
DRON_00083414	995023	40222900
DRON_00083415	995026	40222135
DRON_00083416	995029	40222901
DRON_00083417	995032	40222903
DRON_00083418	995036	40222175
DRON_00083419	995038	40222176
DRON_00083420	995040	40222177
DRON_00083421	995043	40222182
DRON_00083422	995064	40222185
DRON_00083423	995067	40222194
DRON_00083424	995070	40222197
DRON_00083425	995073	40222203
DRON_00083426	995077	40222200
DRON_00083427	995081	40222206
DRON_00083428	995084	40222209
DRON_00083429	995088	40222212
DRON_00083430	995095	40222215
DRON_00083431	995110	40222218
DRON_00083432	995118	40222221
DRON_00083433	995122	40222224
DRON_00083434	995125	40222227
DRON_00083435	995132	40222230
DRON_00083436	995156	40222474
DRON_00083437	995163	40221831
DRON_00083438	995195	40222943
DRON_00083439	995199	40222278
DRON_00083440	995205	40222471
DRON_00083441	995210	40222283
DRON_00083442	995213	40222295
DRON_00083443	995216	40222298
DRON_00083444	995220	40222637
DRON_00083445	995222	40222638
DRON_00083446	995224	40222639
DRON_00083447	995230	40221424
DRON_00083448	995234	40222645
DRON_00083449	995237	40222647
DRON_00083450	995239	40221425
DRON_00083451	995243	40222654
DRON_00083452	995250	40221427
DRON_00083453	995255	40222662
DRON_00083454	995260	40222664
DRON_00083455	995264	40222665
DRON_00083456	995266	40222666
DRON_00083457	995268	40222667
DRON_00083458	995272	40222678
DRON_00083459	995276	40222682
DRON_00083460	995280	40222687
DRON_00083461	995283	40222689
DRON_00083462	995287	40222695
DRON_00083463	995289	40222696
DRON_00083464	995291	40222697
DRON_00083465	995293	40222698
DRON_00083466	995295	40222699
DRON_00083467	995297	40222700
DRON_00083468	995299	40222701
DRON_00083469	995301	40222702
DRON_00083470	995303	40222703
DRON_00083471	995416	40222661
DRON_00083472	995418	40222686
DRON_00083473	995420	40222655
DRON_00083474	995424	40222668
DRON_00083475	995440	40221575
DRON_00083476	995443	40221582
DRON_00083477	995455	40221594
DRON_00083478	995466	40222358
DRON_00083479	995478	40221609
DRON_00083480	995485	40221764
DRON_00083481	995493	40222752
DRON_00083482	995497	40222964
DRON_00083483	995504	40221886
DRON_00083484	995512	40222394
DRON_00083485	995570	40222583
DRON_00083486	995578	40222589
DRON_00083487	995582	40222592
DRON_00083488	995588	40222591
DRON_00083489	995605	40222613
DRON_00083490	995609	40222617
DRON_00083491	995613	40222483
DRON_00083492	995617	40222487
DRON_00083493	995626	40222780
DRON_00083494	995628	40222781
DRON_00083495	995630	40222782
DRON_00083496	995634	40222790
DRON_00083497	995663	40222791
DRON_00083498	995665	40222792
DRON_00083499	995668	40222797
DRON_00083500	995670	40222798
DRON_00083501	995675	40222800
DRON_00083502	995677	40222801
DRON_00083503	995679	40222802
DRON_00083504	995680	40222803
DRON_00083505	995684	40222817
DRON_00083506	995688	40222825
DRON_00083507	995690	40222826
DRON_00083508	995694	40222821
DRON_00083509	995719	40221617
DRON_00083510	995726	40222799
DRON_00083511	995734	40221618
DRON_00083512	995752	40221619
DRON_00083513	995763	40221620
DRON_00083514	995776	40221621
DRON_00083515	995782	40222773
DRON_00083516	995803	40221622
DRON_00083517	995832	40221750
DRON_00083518	995837	40221623
DRON_00083519	995859	40222042
DRON_00083520	995863	40222045
DRON_00083521	995872	40221704
DRON_00083522	995904	40222509
DRON_00083523	995906	40222954
DRON_00083524	995932	40221702
DRON_00083525	995936	40221591
DRON_00083526	995940	40221426
DRON_00083527	995942	40222873
DRON_00083528	995956	40221703
DRON_00083529	995958	40222265
DRON_00083530	995985	40221632
DRON_00083531	995990	40221633
DRON_00083532	995993	40221634
DRON_00083533	996007	40221635
DRON_00083534	996011	40222398
DRON_00083535	996023	40222324
DRON_00083536	996026	40222621
DRON_00083537	996032	40222048
DRON_00083538	996036	40222624
DRON_00083539	996049	40222325
DRON_00083540	996058	40222434
DRON_00083541	996060	40222329
DRON_00083542	996066	40222795
DRON_00083543	996075	40222962
DRON_00083544	996089	40222564
DRON_00083545	996091	40222565
DRON_00083546	996101	40222573
DRON_00083547	996103	40221636
DRON_00083548	996107	40221522
DRON_00083549	996111	40221637
DRON_00083550	996115	40221639
DRON_00083551	996117	40221523
DRON_00083552	996121	40221640
DRON_00083553	996125	40221641
DRON_00083554	996127	40221642
DRON_00083555	996129	40221643
DRON_00083556	996131	40221525
DRON_00083557	996133	40221644
DRON_00083558	996135	40221645
DRON_00083559	996154	40222728
DRON_00083560	996165	40222729
DRON_00083561	996168	40222737
DRON_00083562	996173	40222741
DRON_00083563	996175	40222745
DRON_00083564	996183	40223046
DRON_00083565	996187	40221646
DRON_00083566	996191	40221648
DRON_00083567	996196	40222496
DRON_00083568	996198	40221649
DRON_00083569	996206	40221811
DRON_00083570	996208	40221526
DRON_00083571	996211	40221650
DRON_00083572	996216	40221651
DRON_00083573	996231	40222280
DRON_00083574	996233	40221888
DRON_00083575	996237	40222372
DRON_00083576	996239	40221652
DRON_00083577	996243	40221653
DRON_00083578	996245	40221654
DRON_00083579	996247	40221655
DRON_00083580	996249	40221656
DRON_00083581	996251	40221527
DRON_00083582	996253	40221657
DRON_00083583	996255	40221528
DRON_00083584	996257	40221658
DRON_00083585	996261	40221659
DRON_00083586	996263	40221660
DRON_00083587	996267	40221661
DRON_00083588	996271	40221662
DRON_00083589	996273	40221663
DRON_00083590	996277	40221664
DRON_00083591	996281	40221665
DRON_00083592	996283	40221705
DRON_00083593	996285	40221706
DRON_00083594	996288	40222024
DRON_00083595	996450	40221707
DRON_00083596	996454	40221709
DRON_00083597	996456	40221710
DRON_00083598	996460	40221712
DRON_00083599	996462	40221713
DRON_00083600	996466	40221715
DRON_00083601	996476	40222167
DRON_00083602	996481	40221717
DRON_00083603	996484	40221718
DRON_00083604	996485	40221852
DRON_00083605	996486	40221854
DRON_00083606	996488	40221719
DRON_00083607	996490	40221855
DRON_00083608	996491	40222139
DRON_00083609	996495	40221720
DRON_00083610	996497	40221721
DRON_00083611	996514	40221771
DRON_00083612	996518	40221722
DRON_00083613	996524	40221823
DRON_00083614	996529	40221826
DRON_00083615	996531	40221746
DRON_00083616	996535	40221747
DRON_00083617	996539	40221748
DRON_00083618	996544	40221749
DRON_00083619	996546	40221751
DRON_00083620	996548	40221752
DRON_00083621	996550	40221761
DRON_00083622	996552	40221762
DRON_00083623	996559	40221835
DRON_00083624	996563	40222835
DRON_00083625	996565	40221770
DRON_00083626	996568	40221772
DRON_00083627	996574	40222863
DRON_00083628	996584	40221780
DRON_00083629	996590	40221783
DRON_00083630	996597	40221890
DRON_00083631	996599	40222839
DRON_00083632	996601	40221784
DRON_00083633	996605	40221892
DRON_00083634	996607	40222855
DRON_00083635	996611	40221894
DRON_00083636	996613	40222859
DRON_00083637	996617	40221896
DRON_00083638	996619	40222867
DRON_00083639	996623	40221788
DRON_00083640	996629	40221791
DRON_00083641	996642	40221797
DRON_00083642	996644	40221798
DRON_00083643	996646	40221799
DRON_00083644	996648	40221800
DRON_00083645	996650	40221480
DRON_00083646	996652	40221481
DRON_00083647	996654	40221482
DRON_00083648	996661	40221492
DRON_00083649	996665	40221524
DRON_00083650	996667	40221529
DRON_00083651	996670	40221539
DRON_00083652	996673	40221540
DRON_00083653	996675	40221541
DRON_00083654	996677	40221542
DRON_00083655	996679	40221543
DRON_00083656	996697	40222731
DRON_00083657	996708	40221498
DRON_00083658	996712	40221501
DRON_00083659	996716	40221504
DRON_00083660	996720	40221507
DRON_00083661	996724	40221510
DRON_00083662	996727	40221513
DRON_00083663	996730	40221516
DRON_00083664	996738	40221558
DRON_00083665	996742	40222847
DRON_00083666	996746	40221579
DRON_00083667	996750	40222843
DRON_00083668	996754	40222851
DRON_00083669	996759	40221777
DRON_00083670	996763	40222413
DRON_00083671	996826	40222882
DRON_00083672	996830	40222886
DRON_00083673	996923	40223451
DRON_00083674	996927	40223523
DRON_00083675	997004	40223186
DRON_00083676	997006	40223187
DRON_00083677	997007	40223188
DRON_00083678	997012	40223554
DRON_00083679	997024	40223189
DRON_00083680	997159	40223549
DRON_00083681	997162	40223548
DRON_00083682	997218	40223763
DRON_00083683	997222	40223767
DRON_00083684	997224	40223769
DRON_00083685	997228	40223777
DRON_00083686	997230	40223779
DRON_00083687	997267	40224085
DRON_00083688	997422	40223816
DRON_00083689	997484	40223820
DRON_00083690	997489	40223822
DRON_00083691	997493	40223826
DRON_00083692	997496	40223833
DRON_00083693	997502	40223835
DRON_00083694	997504	40223241
DRON_00083695	997507	40223242
DRON_00083696	997512	40223185
DRON_00083697	997513	40223830
DRON_00083698	997515	40223182
DRON_00083699	997516	40223812
DRON_00083700	997518	40223262
DRON_00083701	997520	40223269
DRON_00083702	997523	40223271
DRON_00083703	997548	40223455
DRON_00083704	997552	40223808
DRON_00083705	997555	40223595
DRON_00083706	997557	40223600
DRON_00083707	997609	40223467
DRON_00083708	997618	40223733
DRON_00083709	997625	40223734
DRON_00083710	997634	40223439
DRON_00083711	997637	40223438
DRON_00083712	997643	40223614
DRON_00083713	997838	40223632
DRON_00083714	997850	40223717
DRON_00083715	997928	40223096
DRON_00083716	997932	40223274
DRON_00083717	997937	40223122
DRON_00083718	997951	40223797
DRON_00083719	997953	40223876
DRON_00083720	997964	40223570
DRON_00083721	998001	40223681
DRON_00083722	998006	40223685
DRON_00083723	998019	40223722
DRON_00083724	998032	40223996
DRON_00083725	998035	40223993
DRON_00083726	998141	40223677
DRON_00083727	998144	40223708
DRON_00083728	998178	40223085
DRON_00083729	998183	40223064
DRON_00083730	998185	40223065
DRON_00083731	998191	40223694
DRON_00083732	998236	40223785
DRON_00083733	998256	40223479
DRON_00083734	998258	40223430
DRON_00083735	998261	40223434
DRON_00083736	998282	40223673
DRON_00083737	998332	40223624
DRON_00083738	998347	40223527
DRON_00083739	998357	40223501
DRON_00083740	998359	40223498
DRON_00083741	998361	40223502
DRON_00083742	998400	40223082
DRON_00083743	998426	40223220
DRON_00083744	998430	40223889
DRON_00083745	998432	40223890
DRON_00083746	998439	40223892
DRON_00083747	998445	40223894
DRON_00083748	998450	40223895
DRON_00083749	998454	40223897
DRON_00083750	998456	40223898
DRON_00083751	998458	40223899
DRON_00083752	998460	40223900
DRON_00083753	998463	40223902
DRON_00083754	998465	40223903
DRON_00083755	998466	40223904
DRON_00083756	998467	40223905
DRON_00083757	998469	40223906
DRON_00083758	998471	40223907
DRON_00083759	998472	40223908
DRON_00083760	998476	40223927
DRON_00083761	998478	40223930
DRON_00083762	998479	40223888
DRON_00083763	998485	40223933
DRON_00083764	998493	40223934
DRON_00083765	998499	40223935
DRON_00083766	998501	40223936
DRON_00083767	998509	40223937
DRON_00083768	998511	40223938
DRON_00083769	998513	40223939
DRON_00083770	998514	40223940
DRON_00083771	998516	40223941
DRON_00083772	998518	40223942
DRON_00083773	998524	40223944
DRON_00083774	998526	40223946
DRON_00083775	998528	40223947
DRON_00083776	998530	40223887
DRON_00083777	998535	40223949
DRON_00083778	998537	40223950
DRON_00083779	998538	40223951
DRON_00083780	998539	40223952
DRON_00083781	998541	40223954
DRON_00083782	998543	40223955
DRON_00083783	998546	40223971
DRON_00083784	998550	40223975
DRON_00083785	998558	40223869
DRON_00083786	998584	40223180
DRON_00083787	998586	40223773
DRON_00083788	998591	40223984
DRON_00083789	998601	40223880
DRON_00083790	998607	40223129
DRON_00083791	998666	40223443
DRON_00083792	998673	40223153
DRON_00083793	998677	40223155
DRON_00083794	998681	40223157
DRON_00083795	998687	40223174
DRON_00083796	998691	40223170
DRON_00083797	998704	40223421
DRON_00083798	998706	40223191
DRON_00083799	998709	40223197
DRON_00083800	998711	40223198
DRON_00083801	998715	40223194
DRON_00083802	998719	40223247
DRON_00083803	998724	40223471
DRON_00083804	998728	40223866
DRON_00083805	998758	40223512
DRON_00083806	999391	40223653
DRON_00083807	999398	40223231
DRON_00083808	999406	40223239
DRON_00083809	999416	40223249
DRON_00083810	999423	40223227
DRON_00083811	999437	40223459
DRON_00083812	999454	40223178
DRON_00083813	999472	40223837
DRON_00083814	999476	40223591
DRON_00083815	999479	40223593
DRON_00083816	999494	40223598
DRON_00083817	999496	40223226
DRON_00083818	999523	40224022
DRON_00083819	999536	40223700
DRON_00083820	999608	40223586
DRON_00083821	999618	40223537
DRON_00083822	999640	40224028
DRON_00083823	999649	40223325
DRON_00083824	999653	40223423
DRON_00083825	999656	40223329
DRON_00083826	999659	40223331
DRON_00083827	999663	40223332
DRON_00083828	999667	40223336
DRON_00083829	999672	40223338
DRON_00083830	999674	40223340
DRON_00083831	999676	40223341
DRON_00083832	999679	40223345
DRON_00083833	999681	40223347
DRON_00083834	999685	40223366
DRON_00083835	999687	40223348
DRON_00083836	999703	40223280
DRON_00083837	999712	40224080
DRON_00083838	999717	40223740
DRON_00083839	999727	40223982
DRON_00083840	999745	40223558
DRON_00083841	999749	40223276
DRON_00083842	999777	40223177
DRON_00083843	999778	40223481
DRON_00083844	999783	40223286
DRON_00083845	999803	40223292
DRON_00083846	999805	40223285
DRON_00083847	999807	40223463
DRON_00083848	999812	40223472
DRON_00083849	999816	40223473
DRON_00083850	999826	40223283
DRON_00083851	999832	40223790
DRON_00083852	999913	40224225
DRON_00083853	999915	40224228
DRON_00083854	999922	40224983
DRON_00083855	999927	40224738
DRON_00083856	999939	40224129
DRON_00083857	999941	40225101
DRON_00083858	999946	40224131
DRON_00083859	999948	40225104
DRON_00083860	999965	40224945
DRON_00083861	999971	40224173
DRON_00083862	999990	40224167
DRON_00083863	999995	40224170
DRON_00083864	1000000	40224176
DRON_00083865	1000005	40224179
DRON_00083866	1000046	40224287
DRON_00083867	1000050	40224876
DRON_00083868	1000052	40224877
DRON_00083869	1000056	40224882
DRON_00083870	1000060	40224886
DRON_00083871	1000062	40224887
DRON_00083872	1000066	40224892
DRON_00083873	1000068	40224893
DRON_00083874	1000072	40224898
DRON_00083875	1000074	40224899
DRON_00083876	1000078	40224904
DRON_00083877	1000081	40224905
DRON_00083878	1000089	40224162
DRON_00083879	1000093	40224910
DRON_00083880	1000095	40224911
DRON_00083881	1000099	40224916
DRON_00083882	1000101	40224917
DRON_00083883	1000111	40224766
DRON_00083884	1000116	40224793
DRON_00083885	1000118	40224790
DRON_00083886	1000120	40224791
DRON_00083887	1000122	40224792
DRON_00083888	1000124	40224794
DRON_00083889	1000128	40224806
DRON_00083890	1000133	40224832
DRON_00083891	1000137	40224813
DRON_00083892	1000139	40224814
DRON_00083893	1000143	40224836
DRON_00083894	1000145	40224837
DRON_00083895	1000151	40224754
DRON_00083896	1000154	40224109
DRON_00083897	1000158	40224133
DRON_00083898	1000407	40224823
DRON_00083899	1000555	40224595
DRON_00083900	1000558	40224942
DRON_00083901	1000563	40224600
DRON_00083902	1000588	40224239
DRON_00083903	1000596	40224708
DRON_00083904	1000642	40224315
DRON_00083905	1000649	40224321
DRON_00083906	1000651	40224322
DRON_00083907	1000654	40224305
DRON_00083908	1000656	40224323
DRON_00083909	1000658	40224324
DRON_00083910	1000660	40224326
DRON_00083911	1000666	40224344
DRON_00083912	1000670	40224350
DRON_00083913	1000672	40224545
DRON_00083914	1000675	40224553
DRON_00083915	1000680	40224554
DRON_00083916	1000682	40224555
DRON_00083917	1000686	40224557
DRON_00083918	1000715	40224559
DRON_00083919	1000717	40224560
DRON_00083920	1000720	40224568
DRON_00083921	1000726	40224569
DRON_00083922	1000728	40224570
DRON_00083923	1000736	40224577
DRON_00083924	1000856	40224851
DRON_00083925	1000858	40224547
DRON_00083926	1000861	40224581
DRON_00083927	1000864	40224353
DRON_00083928	1000866	40224354
DRON_00083929	1000870	40224355
DRON_00083930	1000872	40224356
DRON_00083931	1000876	40224358
DRON_00083932	1000880	40224359
DRON_00083933	1000882	40224360
DRON_00083934	1000886	40224371
DRON_00083935	1000888	40224372
DRON_00083936	1000890	40224373
DRON_00083937	1000892	40224374
DRON_00083938	1000894	40224375
DRON_00083939	1000899	40224382
DRON_00083940	1000901	40224383
DRON_00083941	1000903	40224384
DRON_00083942	1000905	40224385
DRON_00083943	1000907	40224387
DRON_00083944	1000909	40224388
DRON_00083945	1000911	40224389
DRON_00083946	1000915	40224400
DRON_00083947	1000919	40224404
DRON_00083948	1000921	40224582
DRON_00083949	1000923	40224405
DRON_00083950	1000925	40224406
DRON_00083951	1000929	40224407
DRON_00083952	1000931	40224408
DRON_00083953	1000935	40224416
DRON_00083954	1000937	40224417
DRON_00083955	1000941	40224422
DRON_00083956	1000943	40224423
DRON_00083957	1000945	40224424
DRON_00083958	1000948	40224585
DRON_00083959	1000976	40224586
DRON_00083960	1000980	40225146
DRON_00083961	1000983	40225149
DRON_00083962	1000985	40225150
DRON_00083963	1000989	40225158
DRON_00083964	1000992	40225161
DRON_00083965	1000994	40225162
DRON_00083966	1000996	40225163
DRON_00083967	1000998	40224425
DRON_00083968	1001000	40224426
DRON_00083969	1001002	40225164
DRON_00083970	1001006	40224434
DRON_00083971	1001010	40225165
DRON_00083972	1001012	40225166
DRON_00083973	1001016	40224438
DRON_00083974	1001018	40225167
DRON_00083975	1001020	40225168
DRON_00083976	1001021	40225169
DRON_00083977	1001025	40224386
DRON_00083978	1001029	40225170
DRON_00083979	1001031	40224325
DRON_00083980	1001046	40224327
DRON_00083981	1001052	40224328
DRON_00083982	1001054	40225171
DRON_00083983	1001056	40224357
DRON_00083984	1001058	40225172
DRON_00083985	1001060	40225173
DRON_00083986	1001062	40225174
DRON_00083987	1001064	40225175
DRON_00083988	1001066	40225176
DRON_00083989	1001081	40225177
DRON_00083990	1001084	40225178
DRON_00083991	1001407	40224724
DRON_00083992	1001459	40224261
DRON_00083993	1001476	40224186
DRON_00083994	1001567	40224979
DRON_00083995	1001574	40225043
DRON_00083996	1001593	40224958
DRON_00083997	1001603	40224962
DRON_00083998	1001713	40225091
DRON_00083999	1001718	40224514
DRON_00084000	1001777	40225147
DRON_00084001	1001779	40225157
DRON_00084002	1001781	40225160
DRON_00084003	1002300	40224785
DRON_00084004	1005701	40224273
DRON_00084005	1005705	40224269
DRON_00084006	1005710	40224266
DRON_00084007	1005767	40224592
DRON_00084008	1005771	40224593
DRON_00084009	1005789	40224594
DRON_00084010	1005806	40224596
DRON_00084011	1005808	40224599
DRON_00084012	1005820	40224602
DRON_00084013	1005829	40224603
DRON_00084014	1005835	40224605
DRON_00084015	1005844	40224606
DRON_00084016	1005845	40224607
DRON_00084017	1005847	40224608
DRON_00084018	1005848	40224609
DRON_00084019	1005850	40224610
DRON_00084020	1005852	40224611
DRON_00084021	1005855	40224613
DRON_00084022	1005858	40224615
DRON_00084023	1005860	40224616
DRON_00084024	1005861	40224617
DRON_00084025	1005918	40225037
DRON_00084026	1005928	40224656
DRON_00084027	1005942	40225007
DRON_00084028	1005946	40224119
DRON_00084029	1005948	40224121
DRON_00084030	1005953	40224123
DRON_00084031	1006052	40224618
DRON_00084032	1006057	40224597
DRON_00084033	1006060	40224620
DRON_00084034	1006063	40224621
DRON_00084035	1006105	40224575
DRON_00084036	1006109	40224639
DRON_00084037	1006110	40224640
DRON_00084038	1006114	40224641
DRON_00084039	1006118	40224643
DRON_00084040	1006122	40224645
DRON_00084041	1006127	40224647
DRON_00084042	1006141	40225008
DRON_00084043	1006200	40224976
DRON_00084044	1006202	40224973
DRON_00084045	1006207	40224985
DRON_00084046	1006276	40224125
DRON_00084047	1006279	40224126
DRON_00084048	1006286	40225026
DRON_00084049	1006309	40224127
DRON_00084050	1006315	40225027
DRON_00084051	1006404	40224142
DRON_00084052	1006409	40224746
DRON_00084053	1006416	40224742
DRON_00084054	1006422	40224759
DRON_00084055	1006540	40225061
DRON_00084056	1006544	40225065
DRON_00084057	1006547	40225071
DRON_00084058	1006551	40225049
DRON_00084059	1006554	40225055
DRON_00084060	1006558	40224520
DRON_00084061	1006610	40224111
DRON_00084062	1006612	40224750
DRON_00084063	1006626	40224773
DRON_00084064	1006637	40225058
DRON_00084065	1006643	40225068
DRON_00084066	1006647	40225052
DRON_00084067	1006661	40224198
DRON_00084068	1006675	40225083
DRON_00084069	1006679	40224681
DRON_00084070	1006684	40224475
DRON_00084071	1006685	40224476
DRON_00084072	1006687	40224478
DRON_00084073	1006689	40224480
DRON_00084074	1006691	40224481
DRON_00084075	1006693	40224482
DRON_00084076	1006695	40224483
DRON_00084077	1006698	40224648
DRON_00084078	1006701	40224649
DRON_00084079	1006703	40224650
DRON_00084080	1006707	40224651
DRON_00084081	1006709	40224473
DRON_00084082	1006712	40224499
DRON_00084083	1006718	40224500
DRON_00084084	1006720	40224646
DRON_00084085	1006723	40224556
DRON_00084086	1006725	40224501
DRON_00084087	1006731	40224509
DRON_00084088	1006733	40224510
DRON_00084089	1006803	40224294
DRON_00084090	1006817	40224150
DRON_00084091	1006821	40224727
DRON_00084092	1006823	40224729
DRON_00084093	1006825	40224731
DRON_00084094	1006855	40224463
DRON_00084095	1006859	40224466
DRON_00084096	1006863	40224468
DRON_00084097	1009147	40224146
DRON_00084098	1009212	40226912
DRON_00084099	1009216	40226772
DRON_00084100	1009249	40226373
DRON_00084101	1009253	40226376
DRON_00084102	1009319	40226392
DRON_00084103	1009324	40226395
DRON_00084104	1009328	40226909
DRON_00084105	1009332	40226235
DRON_00084106	1009336	40226908
DRON_00084107	1009341	40226430
DRON_00084108	1009349	40226756
DRON_00084109	1009375	40225885
DRON_00084110	1009392	40225768
DRON_00084111	1009399	40227458
DRON_00084112	1009414	40227443
DRON_00084113	1009418	40226980
DRON_00084114	1009422	40227460
DRON_00084115	1009424	40227461
DRON_00084116	1009432	40227453
DRON_00084117	1009476	40227441
DRON_00084118	1009478	40227454
DRON_00084119	1009482	40226331
DRON_00084120	1009488	40227459
DRON_00084121	1009492	40226329
DRON_00084122	1010035	40227019
DRON_00084123	1010038	40226330
DRON_00084124	1010042	40226340
DRON_00084125	1010044	40227444
DRON_00084126	1010051	40226595
DRON_00084127	1010055	40227031
DRON_00084128	1010069	40226597
DRON_00084129	1010073	40226598
DRON_00084130	1010075	40226596
DRON_00084131	1010079	40226599
DRON_00084132	1010084	40226609
DRON_00084133	1010089	40226610
DRON_00084134	1010091	40226611
DRON_00084135	1010095	40226612
DRON_00084136	1010218	40226594
DRON_00084137	1010238	40226308
DRON_00084138	1010248	40226354
DRON_00084139	1010297	40226996
DRON_00084140	1010298	40226997
DRON_00084141	1010448	40226954
DRON_00084142	1010567	40226356
DRON_00084143	1010571	40226355
DRON_00084144	1010603	40225990
DRON_00084145	1010606	40225994
DRON_00084146	1010608	40225991
DRON_00084147	1010609	40225995
DRON_00084148	1010613	40227445
DRON_00084149	1010620	40227040
DRON_00084150	1010654	40227198
DRON_00084151	1010673	40227056
DRON_00084152	1010681	40226818
DRON_00084153	1010687	40226821
DRON_00084154	1010692	40226824
DRON_00084155	1010698	40226100
DRON_00084156	1010728	40226915
DRON_00084157	1010732	40227237
DRON_00084158	1010736	40226234
DRON_00084159	1010740	40227059
DRON_00084160	1010749	40226827
DRON_00084161	1010755	40226838
DRON_00084162	1010763	40226843
DRON_00084163	1010768	40226856
DRON_00084164	1010811	40225799
DRON_00084165	1010813	40226181
DRON_00084166	1010846	40227100
DRON_00084167	1010902	40227118
DRON_00084168	1011080	40225765
DRON_00084169	1011087	40225785
DRON_00084170	1011095	40227128
DRON_00084171	1011458	40226465
DRON_00084172	1011485	40226001
DRON_00084173	1011626	40225814
DRON_00084174	1011646	40225841
DRON_00084175	1011648	40225843
DRON_00084176	1011657	40226211
DRON_00084177	1011689	40227233
DRON_00084178	1011703	40226987
DRON_00084179	1011705	40226999
DRON_00084180	1011709	40227005
DRON_00084181	1011712	40226379
DRON_00084182	1011715	40226382
DRON_00084183	1011717	40227058
DRON_00084184	1011724	40226385
DRON_00084185	1011726	40227065
DRON_00084186	1011728	40227066
DRON_00084187	1011735	40226404
DRON_00084188	1011738	40226388
DRON_00084189	1011741	40226407
DRON_00084190	1011746	40227036
DRON_00084191	1011748	40227086
DRON_00084192	1011749	40227088
DRON_00084193	1011752	40226398
DRON_00084194	1011755	40226401
DRON_00084195	1011762	40226608
DRON_00084196	1011764	40227105
DRON_00084197	1011766	40227120
DRON_00084198	1011767	40227122
DRON_00084199	1011809	40226841
DRON_00084200	1011814	40226854
DRON_00084201	1011820	40226842
DRON_00084202	1011825	40226855
DRON_00084203	1011833	40225789
DRON_00084204	1011836	40225810
DRON_00084205	1011838	40225790
DRON_00084206	1011841	40225858
DRON_00084207	1011845	40225874
DRON_00084208	1011851	40226964
DRON_00084209	1011854	40226972
DRON_00084210	1011862	40227104
DRON_00084211	1011864	40227133
DRON_00084212	1011870	40227208
DRON_00084213	1011872	40227210
DRON_00084214	1011875	40226310
DRON_00084215	1011981	40227413
DRON_00084216	1011983	40225857
DRON_00084217	1011987	40227409
DRON_00084218	1011996	40226460
DRON_00084219	1012002	40227417
DRON_00084220	1012004	40227419
DRON_00084221	1012006	40227420
DRON_00084222	1012008	40227421
DRON_00084223	1012017	40227429
DRON_00084224	1012023	40226248
DRON_00084225	1012025	40226249
DRON_00084226	1012087	40226251
DRON_00084227	1012097	40226535
DRON_00084228	1012098	40226252
DRON_00084229	1012118	40226253
DRON_00084230	1012152	40226260
DRON_00084231	1012160	40225816
DRON_00084232	1012164	40225818
DRON_00084233	1012177	40226262
DRON_00084234	1012188	40226263
DRON_00084235	1012197	40225815
DRON_00084236	1012208	40226713
DRON_00084237	1012214	40226264
DRON_00084238	1012231	40227380
DRON_00084239	1012244	40226640
DRON_00084240	1012249	40226543
DRON_00084241	1012253	40225956
DRON_00084242	1012257	40225771
DRON_00084243	1012264	40226645
DRON_00084244	1012266	40226546
DRON_00084245	1012272	40226812
DRON_00084246	1012278	40226815
DRON_00084247	1012283	40226883
DRON_00084248	1012304	40226469
DRON_00084249	1012308	40226470
DRON_00084250	1012312	40226632
DRON_00084251	1012327	40226545
DRON_00084252	1012335	40226496
DRON_00084253	1012340	40226914
DRON_00084254	1012349	40226556
DRON_00084255	1012354	40226553
DRON_00084256	1012373	40226868
DRON_00084257	1012375	40227382
DRON_00084258	1012381	40225944
DRON_00084259	1012388	40225961
DRON_00084260	1012395	40225974
DRON_00084261	1012400	40225950
DRON_00084262	1012406	40225968
DRON_00084263	1012409	40225979
DRON_00084264	1012413	40225945
DRON_00084265	1012417	40225962
DRON_00084266	1012421	40225975
DRON_00084267	1012442	40226425
DRON_00084268	1012455	40225951
DRON_00084269	1012457	40225969
DRON_00084270	1012459	40225980
DRON_00084271	1012461	40225963
DRON_00084272	1012465	40225763
DRON_00084273	1012469	40226926
DRON_00084274	1012473	40226930
DRON_00084275	1012477	40226934
DRON_00084276	1012526	40226959
DRON_00084277	1012532	40226588
DRON_00084278	1012541	40226732
DRON_00084279	1012545	40225795
DRON_00084280	1012546	40226177
DRON_00084281	1012549	40225796
DRON_00084282	1012550	40226178
DRON_00084283	1012553	40225797
DRON_00084284	1012554	40226179
DRON_00084285	1012556	40225800
DRON_00084286	1012557	40226182
DRON_00084287	1012560	40225801
DRON_00084288	1012561	40226183
DRON_00084289	1012564	40225802
DRON_00084290	1012565	40226184
DRON_00084291	1012567	40226641
DRON_00084292	1012569	40226647
DRON_00084293	1012572	40225896
DRON_00084294	1012574	40226552
DRON_00084295	1012577	40226032
